,date,device,failure,metric1,metric2,metric3,metric4,metric5,metric6,metric7,metric9,use_days
5850,2015-03-19,Z1F0FSBY,1,39737416,2104,0,0,6,211505,0,9,78
5851,2015-03-19,Z1F0K451,0,132604312,0,0,0,7,297013,0,0,78
5852,2015-03-19,Z1F0LSNZ,0,122857768,0,318,0,6,310495,0,18,78
5853,2015-03-19,Z1F0MRPJ,0,9905224,0,0,0,9,229492,0,8,78
5854,2015-03-19,Z1F0P16F,0,232207504,1096,0,0,7,292355,0,2,78
5855,2015-03-19,Z1F0QH0C,0,191948912,920,1,1,8,228073,0,0,78
5856,2015-03-19,Z1F148T1,0,150118680,0,0,0,8,198461,0,0,78
5857,2015-03-19,Z1F14BGY,0,71194008,0,0,0,8,203326,0,0,78
5858,2015-03-19,Z1F1653X,0,99891360,0,0,34,8,191014,16,0,78
5859,2015-03-19,Z1F1901P,0,45695672,0,0,0,8,239369,0,0,78
5860,2015-03-19,Z1F1RJFA,0,185158160,1808,1,0,4,335445,0,0,78
5861,2015-03-19,Z1F1VQFY,0,117359888,0,0,0,6,247189,0,0,78
5862,2015-03-20,S1F03YZM,0,87074736,0,0,0,8,230273,0,0,79
5863,2015-03-20,S1F09DZQ,0,142147992,296,0,2,7,408062,0,2,79
5864,2015-03-20,S1F0F4EB,0,111283744,0,0,0,10,229885,0,3,79
5865,2015-03-20,S1F0GKFX,0,137163040,0,0,0,65,243049,0,0,79
5866,2015-03-20,S1F0GKL6,0,33490216,0,0,0,90,241379,0,0,79
5867,2015-03-20,S1F0GPFZ,0,6761944,0,0,0,9,225913,0,0,79
5868,2015-03-20,S1F0GSD9,0,63828008,0,0,0,12,227657,0,0,79
5869,2015-03-20,S1F0GSHB,0,94358384,0,0,0,91,244136,0,0,79
5870,2015-03-20,S1F0J5JH,0,154388336,0,0,0,8,229991,0,0,79
5871,2015-03-20,S1F0JD7P,0,112095288,0,0,0,58,244382,0,0,79
5872,2015-03-20,S1F0JGJV,0,75359552,0,0,0,8,225413,0,0,79
5873,2015-03-20,S1F0L0DW,0,96651552,0,0,0,7,309453,0,0,79
5874,2015-03-20,S1F0LCVC,0,26481376,0,0,0,8,218970,0,0,79
5875,2015-03-20,S1F0LD15,0,118334360,0,0,0,6,310902,0,0,79
5876,2015-03-20,S1F0QF3R,0,42023704,0,0,0,12,223300,0,1,79
5877,2015-03-20,S1F0RR35,0,92155808,160,0,0,12,283173,0,0,79
5878,2015-03-20,S1F0RSZP,0,227471048,0,0,0,13,271731,0,0,79
5879,2015-03-20,S1F0S4EG,0,30459416,0,0,0,6,261781,0,0,79
5880,2015-03-20,S1F0S4T6,0,172571096,0,0,0,9,271462,0,0,79
5881,2015-03-20,S1F0S65X,0,180792304,0,0,0,8,270772,0,0,79
5882,2015-03-20,S1F0T2LA,0,212758280,424,0,1,10,272873,0,0,79
5883,2015-03-20,S1F13589,0,145149888,0,0,0,16,329583,0,0,79
5884,2015-03-20,S1F135TN,0,102422552,0,0,0,14,326627,0,0,79
5885,2015-03-20,S1F136J0,0,66959616,0,0,25,16,335299,0,0,79
5886,2015-03-20,S1F13H80,0,227936128,0,0,0,9,222238,0,3,79
5887,2015-03-20,W1F03D4L,0,138844080,1088,0,0,17,338968,0,5,66
5888,2015-03-20,W1F0FKWW,0,207478608,0,1,0,14,204547,0,0,37
5889,2015-03-20,W1F0GCAZ,0,145817816,0,0,0,10,229662,0,0,79
5890,2015-03-20,W1F0KCP2,0,118362256,0,0,0,6,310062,0,0,79
5891,2015-03-20,W1F0M35B,0,110986832,0,0,1,7,265721,0,0,79
5892,2015-03-20,W1F0M4BZ,0,143695592,0,0,0,8,322057,0,7,79
5893,2015-03-20,W1F0PAXH,0,56438344,0,0,0,14,321545,0,0,79
5894,2015-03-20,W1F0T0B1,0,31640856,0,0,0,8,231012,0,0,79
5895,2015-03-20,W1F0WBTM,0,102471120,0,2,0,12,262269,0,41,79
5896,2015-03-20,W1F0Z4EA,0,87164656,0,0,0,8,261922,8,0,22
5897,2015-03-20,W1F11ZG9,0,154244592,0,9,214,3,340725,0,1,79
5898,2015-03-20,W1F14XGD,0,230152304,960,0,0,12,224213,0,0,79
5899,2015-03-20,W1F1BFP5,0,74567416,40,0,12,8,139876,0,0,79
5900,2015-03-20,W1F1BS0H,0,219455080,0,0,0,14,284406,0,0,79
5901,2015-03-20,W1F1BZTM,0,115380432,0,0,0,13,44,0,5,79
5902,2015-03-20,W1F1C9WG,0,58218576,0,0,0,13,44,0,0,79
5903,2015-03-20,W1F1CB5E,0,205511088,72,0,0,9,29,0,0,79
5904,2015-03-20,W1F1CDDP,0,193496256,808,0,2,8,190301,8,0,79
5905,2015-03-20,W1F1CJ1K,0,107388048,0,0,0,9,221389,0,0,79
5906,2015-03-20,W1F1DQN8,0,80588480,0,0,0,10,31,0,0,79
5907,2015-03-20,Z1F0B4XZ,0,145862520,0,70,0,10,281240,0,1165,79
5908,2015-03-20,Z1F0K451,0,195756464,0,0,0,7,297013,0,0,79
5909,2015-03-20,Z1F0LSNZ,0,168858960,0,318,0,6,310495,0,18,79
5910,2015-03-20,Z1F0MRPJ,0,161620104,0,0,0,9,230295,0,8,79
5911,2015-03-20,Z1F0P16F,0,41995648,1096,0,0,7,292358,0,2,79
5912,2015-03-20,Z1F0QH0C,0,22140664,920,1,1,8,229322,0,0,79
5913,2015-03-20,Z1F148T1,0,180853648,0,0,0,8,198461,0,0,79
5914,2015-03-20,Z1F14BGY,0,145234112,0,0,0,8,203326,0,0,79
5915,2015-03-20,Z1F1653X,0,98756568,0,0,34,8,191014,16,0,79
5916,2015-03-20,Z1F1901P,0,93931216,0,0,0,8,239369,0,0,79
5917,2015-03-20,Z1F1RJFA,0,138908304,1816,1,0,4,335445,0,0,79
5918,2015-03-20,Z1F1VQFY,0,243071840,0,0,0,6,247193,0,0,79
5919,2015-03-21,S1F03YZM,0,89671816,0,0,0,8,230273,0,0,80
5920,2015-03-21,S1F09DZQ,0,77192248,296,0,2,7,408062,0,2,80
5921,2015-03-21,S1F0F4EB,0,119481128,0,0,0,10,231189,0,3,80
5922,2015-03-21,S1F0GKFX,0,49781304,0,0,0,65,243050,0,0,80
5923,2015-03-21,S1F0GKL6,0,22491968,0,0,0,90,241379,0,0,80
5924,2015-03-21,S1F0GPFZ,0,164137904,0,0,0,9,225913,0,0,80
5925,2015-03-21,S1F0GSD9,0,177641192,0,0,0,12,227657,0,0,80
5926,2015-03-21,S1F0GSHB,0,189453936,0,0,0,91,244137,0,0,80
5927,2015-03-21,S1F0J5JH,0,162090776,0,0,0,8,231332,0,0,80
5928,2015-03-21,S1F0JD7P,0,205819888,0,0,0,58,244383,0,0,80
5929,2015-03-21,S1F0JGJV,0,41579848,0,0,0,8,225413,0,0,80
5930,2015-03-21,S1F0L0DW,0,36240496,0,0,0,7,309453,0,0,80
5931,2015-03-21,S1F0LCVC,0,115665880,0,0,0,8,218970,0,0,80
5932,2015-03-21,S1F0LD15,0,36572992,0,0,0,6,310902,0,0,80
5933,2015-03-21,S1F0QF3R,0,61735720,0,0,24,12,223301,0,1,80
5934,2015-03-21,S1F0RR35,0,229721936,160,0,0,12,283178,0,0,80
5935,2015-03-21,S1F0RSZP,0,66791928,0,0,0,13,271731,0,0,80
5936,2015-03-21,S1F0S4EG,0,93492416,0,0,0,6,261781,0,0,80
5937,2015-03-21,S1F0S4T6,0,233005920,0,0,0,9,271462,0,0,80
5938,2015-03-21,S1F0S65X,0,57828544,0,0,0,8,270772,0,0,80
5939,2015-03-21,S1F0T2LA,0,188053208,424,0,1,10,272873,0,0,80
5940,2015-03-21,S1F13589,0,88522984,0,0,0,16,329583,0,0,80
5941,2015-03-21,S1F135TN,0,99430912,0,0,0,14,326627,0,0,80
5942,2015-03-21,S1F136J0,0,223244232,0,0,25,16,335299,0,0,80
5943,2015-03-21,S1F13H80,0,115216752,0,0,0,9,222238,0,3,80
5944,2015-03-21,W1F03D4L,0,66958568,1104,0,0,17,338968,0,5,67
5945,2015-03-21,W1F0FKWW,0,73334792,0,1,0,14,204547,0,0,38
5946,2015-03-21,W1F0GCAZ,0,58602416,0,0,0,10,229662,0,0,80
5947,2015-03-21,W1F0KCP2,0,180817032,0,0,0,6,310062,0,0,80
5948,2015-03-21,W1F0M35B,0,58393720,0,0,1,7,265721,0,0,80
5949,2015-03-21,W1F0M4BZ,0,222442488,0,0,0,8,322057,0,7,80
5950,2015-03-21,W1F0PAXH,0,36701944,0,0,0,14,321545,0,0,80
5951,2015-03-21,W1F0T0B1,0,39604208,0,0,0,8,232338,0,0,80
5952,2015-03-21,W1F0WBTM,0,187817080,0,2,0,12,262269,0,41,80
5953,2015-03-21,W1F0Z4EA,0,104551200,0,0,0,8,263311,8,0,23
5954,2015-03-21,W1F11ZG9,0,210742544,0,9,214,3,340725,0,1,80
5955,2015-03-21,W1F14XGD,0,24410632,960,0,0,12,224214,0,0,80
5956,2015-03-21,W1F1BFP5,0,178653608,40,0,12,8,139876,0,0,80
5957,2015-03-21,W1F1BS0H,0,231447576,0,0,0,14,284406,0,0,80
5958,2015-03-21,W1F1BZTM,0,24485504,0,0,0,13,44,0,5,80
5959,2015-03-21,W1F1C9WG,0,89260264,0,0,0,13,44,0,0,80
5960,2015-03-21,W1F1CB5E,0,17597664,72,0,0,9,29,0,0,80
5961,2015-03-21,W1F1CDDP,0,234946264,832,0,2,8,190301,8,0,80
5962,2015-03-21,W1F1CJ1K,0,19212024,0,0,0,9,221389,0,0,80
5963,2015-03-21,W1F1DQN8,0,171558064,0,0,0,10,31,0,0,80
5964,2015-03-21,Z1F0B4XZ,0,5092768,0,70,0,10,281246,0,1165,80
5965,2015-03-21,Z1F0K451,0,243791136,0,0,0,7,297013,0,0,80
5966,2015-03-21,Z1F0LSNZ,0,193484272,0,318,0,6,310495,0,18,80
5967,2015-03-21,Z1F0MRPJ,0,77466352,0,0,0,9,230295,0,8,80
5968,2015-03-21,Z1F0P16F,0,9145280,1096,0,0,7,292358,0,2,80
5969,2015-03-21,Z1F0QH0C,0,30326080,920,1,1,8,230665,0,0,80
5970,2015-03-21,Z1F148T1,0,22948616,0,0,0,8,198461,0,0,80
5971,2015-03-21,Z1F14BGY,0,187736352,0,0,0,8,203326,0,0,80
5972,2015-03-21,Z1F1653X,0,134245160,0,0,95,8,191014,16,0,80
5973,2015-03-21,Z1F1901P,0,166549072,0,0,0,8,239369,0,0,80
5974,2015-03-21,Z1F1RJFA,0,114950512,1864,1,0,4,335445,0,0,80
5975,2015-03-21,Z1F1VQFY,0,128786064,0,0,0,6,247194,0,0,80
5976,2015-03-22,S1F03YZM,0,128814536,0,0,0,8,230732,0,0,81
5977,2015-03-22,S1F09DZQ,0,145693464,296,0,2,7,408062,0,2,81
5978,2015-03-22,S1F0F4EB,0,139017224,0,0,0,10,232523,0,3,81
5979,2015-03-22,S1F0GKFX,0,158627768,0,0,0,65,243050,0,0,81
5980,2015-03-22,S1F0GKL6,0,180782360,0,0,0,90,241379,0,0,81
5981,2015-03-22,S1F0GPFZ,0,243438032,0,0,0,9,226359,0,0,81
5982,2015-03-22,S1F0GSD9,0,229297688,0,0,0,12,228211,0,0,81
5983,2015-03-22,S1F0GSHB,0,87800320,0,0,0,91,244137,0,0,81
5984,2015-03-22,S1F0J5JH,0,180822184,0,0,0,8,232654,0,0,81
5985,2015-03-22,S1F0JD7P,0,76005032,0,0,0,58,244383,0,0,81
5986,2015-03-22,S1F0JGJV,0,35794720,0,0,0,8,225984,0,0,81
5987,2015-03-22,S1F0L0DW,0,143542032,0,0,0,7,309453,0,0,81
5988,2015-03-22,S1F0LCVC,0,97282056,16,0,0,8,218970,0,0,81
5989,2015-03-22,S1F0LD15,0,2810184,0,0,0,6,310902,0,0,81
5990,2015-03-22,S1F0QF3R,0,90971408,0,0,24,12,223301,0,1,81
5991,2015-03-22,S1F0RR35,0,180057264,160,0,0,12,283184,0,0,81
5992,2015-03-22,S1F0RSZP,0,110896968,0,0,0,13,271731,0,0,81
5993,2015-03-22,S1F0S4EG,0,90364224,0,0,0,6,261781,0,0,81
5994,2015-03-22,S1F0S4T6,0,66967592,0,0,0,9,271462,0,0,81
5995,2015-03-22,S1F0S65X,0,128736624,0,0,0,8,270772,0,0,81
5996,2015-03-22,S1F0T2LA,0,70090080,424,0,1,10,272874,0,0,81
5997,2015-03-22,S1F13589,0,49415024,0,0,0,16,329583,0,0,81
5998,2015-03-22,S1F135TN,0,51665888,0,0,0,14,326627,0,0,81
5999,2015-03-22,S1F136J0,0,213812216,0,0,25,16,335299,0,0,81
6000,2015-03-22,S1F13H80,0,40250936,0,0,0,9,222238,0,3,81
6001,2015-03-22,W1F03D4L,0,153795992,1104,0,0,17,338968,0,5,68
6002,2015-03-22,W1F0FKWW,0,14536472,0,1,0,14,204547,0,0,39
6003,2015-03-22,W1F0GCAZ,0,129795880,0,0,0,10,230109,0,0,81
6004,2015-03-22,W1F0KCP2,0,27481768,0,0,0,6,310062,0,0,81
6005,2015-03-22,W1F0M35B,0,171715448,0,0,1,7,265721,0,0,81
6006,2015-03-22,W1F0M4BZ,0,192854440,0,0,0,8,322057,0,7,81
6007,2015-03-22,W1F0PAXH,0,223251032,0,0,0,14,321545,0,0,81
6008,2015-03-22,W1F0T0B1,0,58303544,0,0,0,8,233635,0,0,81
6009,2015-03-22,W1F0WBTM,0,81202384,0,2,0,12,262269,0,41,81
6010,2015-03-22,W1F0Z4EA,0,206778608,0,0,0,8,264617,8,0,24
6011,2015-03-22,W1F11ZG9,0,42366872,0,9,214,3,340725,0,1,81
6012,2015-03-22,W1F14XGD,0,123699608,960,0,0,12,224214,0,0,81
6013,2015-03-22,W1F1BFP5,0,113136320,40,0,12,8,139876,0,0,81
6014,2015-03-22,W1F1BS0H,0,199140816,0,0,0,14,284406,0,0,81
6015,2015-03-22,W1F1BZTM,0,76490032,0,0,0,13,44,0,5,81
6016,2015-03-22,W1F1C9WG,0,240417888,0,0,0,13,44,0,0,81
6017,2015-03-22,W1F1CB5E,0,51788424,72,0,0,9,29,0,0,81
6018,2015-03-22,W1F1CDDP,0,70574104,920,0,2,8,190301,16,0,81
6019,2015-03-22,W1F1CJ1K,0,110925584,0,0,0,9,221389,0,0,81
6020,2015-03-22,W1F1DQN8,0,138737976,0,0,0,10,31,0,0,81
6021,2015-03-22,Z1F0B4XZ,0,141484776,0,70,0,10,281253,0,1165,81
6022,2015-03-22,Z1F0K451,0,35243864,0,0,0,7,297013,0,0,81
6023,2015-03-22,Z1F0LSNZ,0,207792912,0,318,0,6,310495,0,18,81
6024,2015-03-22,Z1F0MRPJ,0,180788760,0,0,0,9,230773,0,8,81
6025,2015-03-22,Z1F0P16F,0,133905064,1096,0,0,7,292358,0,2,81
6026,2015-03-22,Z1F0QH0C,0,49837776,920,1,1,8,232024,0,0,81
6027,2015-03-22,Z1F148T1,0,58982384,0,0,0,8,198461,0,0,81
6028,2015-03-22,Z1F14BGY,0,208910784,0,0,0,8,203326,0,0,81
6029,2015-03-22,Z1F1653X,0,170101160,0,0,95,8,191014,16,0,81
6030,2015-03-22,Z1F1901P,0,182074408,0,0,0,8,239369,0,0,81
6031,2015-03-22,Z1F1RJFA,0,26170848,1912,1,0,4,335445,0,0,81
6032,2015-03-22,Z1F1VQFY,0,38324280,0,0,0,6,247194,0,0,81
6033,2015-03-23,S1F03YZM,0,150696680,0,0,0,8,232041,0,0,82
6034,2015-03-23,S1F09DZQ,0,202083576,296,0,2,7,408062,0,2,82
6035,2015-03-23,S1F0F4EB,0,160960448,0,0,0,10,233808,0,3,82
6036,2015-03-23,S1F0GKFX,0,181273248,0,0,0,65,243052,0,0,82
6037,2015-03-23,S1F0GKL6,0,185671944,0,0,0,90,241380,0,0,82
6038,2015-03-23,S1F0GPFZ,0,21848720,0,0,0,9,227723,0,0,82
6039,2015-03-23,S1F0GSD9,0,4215600,0,0,0,12,229603,0,0,82
6040,2015-03-23,S1F0GSHB,0,108736320,0,0,0,91,244138,0,0,82
6041,2015-03-23,S1F0J5JH,0,199797776,0,0,0,8,233989,0,0,82
6042,2015-03-23,S1F0JD7P,0,60136472,0,0,0,58,244384,0,0,82
6043,2015-03-23,S1F0JGJV,0,54348400,0,0,0,8,227315,0,0,82
6044,2015-03-23,S1F0L0DW,0,148888880,0,0,0,7,309453,0,0,82
6045,2015-03-23,S1F0LCVC,0,69100712,24,0,0,8,218970,0,0,82
6046,2015-03-23,S1F0LD15,0,33408632,0,0,0,6,310902,0,0,82
6047,2015-03-23,S1F0QF3R,0,228229776,0,0,24,12,223301,0,1,82
6048,2015-03-23,S1F0RR35,0,242586224,160,0,0,12,283188,0,0,82
6049,2015-03-23,S1F0RSZP,0,173848760,0,0,0,13,271731,0,0,82
6050,2015-03-23,S1F0S4EG,0,75029264,0,0,0,6,261781,0,0,82
6051,2015-03-23,S1F0S4T6,0,212902608,0,0,0,9,271462,0,0,82
6052,2015-03-23,S1F0S65X,0,226245232,0,0,0,8,270772,0,0,82
6053,2015-03-23,S1F0T2LA,0,70933800,424,0,1,10,272874,0,0,82
6054,2015-03-23,S1F13589,0,177860792,0,0,0,16,329583,0,0,82
6055,2015-03-23,S1F135TN,0,34524144,0,0,0,14,326627,0,0,82
6056,2015-03-23,S1F136J0,0,50312448,0,0,25,16,335299,0,0,82
6057,2015-03-23,S1F13H80,0,112767552,0,0,0,9,222238,0,3,82
6058,2015-03-23,W1F03D4L,0,85615400,1104,0,0,17,338968,0,5,69
6059,2015-03-23,W1F0FKWW,0,171554952,0,1,0,14,204547,0,0,40
6060,2015-03-23,W1F0GCAZ,0,152400864,0,0,0,10,231464,0,0,82
6061,2015-03-23,W1F0KCP2,0,154879488,0,0,0,6,310062,0,0,82
6062,2015-03-23,W1F0M35B,0,180999416,0,0,1,7,265721,0,0,82
6063,2015-03-23,W1F0M4BZ,0,136492752,0,0,0,8,322057,0,7,82
6064,2015-03-23,W1F0PAXH,0,137560184,0,0,0,14,321545,0,0,82
6065,2015-03-23,W1F0T0B1,0,81899032,0,0,0,8,234968,0,0,82
6066,2015-03-23,W1F0WBTM,0,161576144,0,2,0,12,262269,0,41,82
6067,2015-03-23,W1F0Z4EA,0,90991440,0,0,0,8,264617,8,0,25
6068,2015-03-23,W1F11ZG9,0,207204512,0,9,214,3,340725,0,1,82
6069,2015-03-23,W1F14XGD,0,219246288,960,0,0,12,224214,0,0,82
6070,2015-03-23,W1F1BFP5,0,37298760,40,0,12,8,139876,0,0,82
6071,2015-03-23,W1F1BS0H,0,203644624,0,0,0,14,284406,0,0,82
6072,2015-03-23,W1F1BZTM,0,10745752,0,0,0,13,44,0,5,82
6073,2015-03-23,W1F1C9WG,0,17708360,0,0,0,13,44,0,0,82
6074,2015-03-23,W1F1CB5E,0,59212056,72,0,0,9,29,0,0,82
6075,2015-03-23,W1F1CDDP,0,235359016,936,0,2,8,190301,16,0,82
6076,2015-03-23,W1F1CJ1K,0,158426808,0,0,0,9,221389,0,0,82
6077,2015-03-23,W1F1DQN8,0,107893600,0,0,0,10,31,0,0,82
6078,2015-03-23,Z1F0B4XZ,0,28574792,0,70,0,10,281256,0,1165,82
6079,2015-03-23,Z1F0K451,0,14975528,0,0,0,7,297013,0,0,82
6080,2015-03-23,Z1F0LSNZ,0,158444704,0,318,0,6,310495,0,18,82
6081,2015-03-23,Z1F0MRPJ,0,201902496,0,0,0,9,232089,0,8,82
6082,2015-03-23,Z1F0P16F,0,105116392,1096,0,0,7,292358,0,2,82
6083,2015-03-23,Z1F0QH0C,0,70331976,920,1,1,8,232686,0,0,82
6084,2015-03-23,Z1F148T1,0,113720392,0,0,0,8,198461,0,0,82
6085,2015-03-23,Z1F14BGY,0,229142912,0,0,0,8,203326,0,0,82
6086,2015-03-23,Z1F1653X,0,168161504,0,0,95,8,191014,16,0,82
6087,2015-03-23,Z1F1901P,0,202276704,0,0,0,8,239369,0,0,82
6088,2015-03-23,Z1F1RJFA,0,112636168,2192,1,0,4,335445,0,0,82
6089,2015-03-23,Z1F1VQFY,0,197780256,0,0,0,6,247195,0,0,82
6090,2015-03-24,S1F03YZM,0,115106072,0,0,0,8,233277,0,0,83
6091,2015-03-24,S1F09DZQ,0,117098416,296,0,2,7,408062,0,2,83
6092,2015-03-24,S1F0F4EB,0,130877008,0,0,0,10,234944,0,3,83
6093,2015-03-24,S1F0GKFX,0,181397008,0,0,0,65,243052,0,0,83
6094,2015-03-24,S1F0GKL6,0,151755744,0,0,0,90,241381,0,0,83
6095,2015-03-24,S1F0GPFZ,0,227909936,0,0,0,9,228918,0,0,83
6096,2015-03-24,S1F0GSD9,0,207620832,0,0,0,12,230804,0,0,83
6097,2015-03-24,S1F0GSHB,0,106918168,0,0,0,91,244138,0,0,83
6098,2015-03-24,S1F0J5JH,0,172777256,0,0,0,8,235199,0,0,83
6099,2015-03-24,S1F0JD7P,0,93291648,0,0,0,58,244384,0,0,83
6100,2015-03-24,S1F0JGJV,0,16200696,0,0,0,8,228509,0,0,83
6101,2015-03-24,S1F0L0DW,0,93154032,0,0,0,7,309453,0,0,83
6102,2015-03-24,S1F0LCVC,0,98220768,24,0,0,8,218970,0,0,83
6103,2015-03-24,S1F0LD15,0,199741760,0,0,0,6,310902,0,0,83
6104,2015-03-24,S1F0QF3R,0,34322072,0,0,24,12,223301,0,1,83
6105,2015-03-24,S1F0RR35,0,213720080,160,0,0,12,283190,0,0,83
6106,2015-03-24,S1F0RSZP,0,22108096,0,0,0,13,271731,0,0,83
6107,2015-03-24,S1F0S4EG,0,36105496,0,0,0,6,261781,0,0,83
6108,2015-03-24,S1F0S4T6,0,36799240,0,0,0,9,271462,0,0,83
6109,2015-03-24,S1F0S65X,0,113980520,0,0,0,8,270772,0,0,83
6110,2015-03-24,S1F0T2LA,0,116934008,424,0,1,10,272874,0,0,83
6111,2015-03-24,S1F13589,0,203184616,0,0,0,16,329583,0,0,83
6112,2015-03-24,S1F135TN,0,143960248,0,0,0,14,326627,0,0,83
6113,2015-03-24,S1F136J0,0,155844312,0,0,25,16,335299,0,0,83
6114,2015-03-24,S1F13H80,0,167479320,0,0,0,9,222238,0,3,83
6115,2015-03-24,W1F03D4L,0,59883120,1104,0,0,17,338968,0,5,70
6116,2015-03-24,W1F0FKWW,0,7035920,0,1,0,14,204547,0,0,41
6117,2015-03-24,W1F0GCAZ,0,113555784,0,0,0,10,232649,0,0,83
6118,2015-03-24,W1F0KCP2,0,179325752,0,0,0,6,310062,0,0,83
6119,2015-03-24,W1F0M35B,0,129144696,0,0,1,7,265721,0,0,83
6120,2015-03-24,W1F0M4BZ,0,219852184,0,0,0,8,322057,0,7,83
6121,2015-03-24,W1F0PAXH,0,51181280,0,0,0,14,321545,0,0,83
6122,2015-03-24,W1F0T0B1,0,47746432,0,0,0,8,236122,0,0,83
6123,2015-03-24,W1F0WBTM,0,216710232,0,2,0,12,262269,0,41,83
6124,2015-03-24,W1F0Z4EA,1,7660592,0,0,0,8,264617,8,0,26
6125,2015-03-24,W1F11ZG9,0,239492224,0,9,214,3,340725,0,1,83
6126,2015-03-24,W1F14XGD,0,39141648,960,0,0,12,224214,0,0,83
6127,2015-03-24,W1F1BFP5,0,161021040,40,0,12,8,139876,0,0,83
6128,2015-03-24,W1F1BS0H,0,86274168,0,0,0,14,284406,0,0,83
6129,2015-03-24,W1F1BZTM,0,241704544,0,0,0,13,44,0,5,83
6130,2015-03-24,W1F1C9WG,0,100171432,0,0,0,13,44,0,0,83
6131,2015-03-24,W1F1CB5E,0,84433552,72,0,0,9,29,0,0,83
6132,2015-03-24,W1F1CDDP,0,194850416,944,0,2,8,190301,24,0,83
6133,2015-03-24,W1F1CJ1K,0,184674320,0,0,0,9,221389,0,0,83
6134,2015-03-24,W1F1DQN8,0,23691376,0,0,0,10,31,0,0,83
6135,2015-03-24,Z1F0B4XZ,0,100518584,0,70,0,10,281257,0,1165,83
6136,2015-03-24,Z1F0K451,0,71270264,0,0,0,7,297013,0,0,83
6137,2015-03-24,Z1F0LSNZ,0,182822216,0,318,0,6,310495,0,18,83
6138,2015-03-24,Z1F0MRPJ,0,163432024,0,0,0,9,233285,0,8,83
6139,2015-03-24,Z1F0P16F,0,122396808,1096,0,0,7,292358,0,2,83
6140,2015-03-24,Z1F0QH0C,1,38345816,920,1,1,8,233709,0,0,83
6141,2015-03-24,Z1F148T1,0,189456472,0,0,0,8,198461,0,0,83
6142,2015-03-24,Z1F14BGY,0,38545392,0,0,0,8,203326,0,0,83
6143,2015-03-24,Z1F1653X,0,201821904,0,0,95,8,191014,16,0,83
6144,2015-03-24,Z1F1901P,0,14141856,0,0,0,8,239369,0,0,83
6145,2015-03-24,Z1F1RJFA,0,21373664,2472,1,0,4,335445,0,0,83
6146,2015-03-24,Z1F1VQFY,0,22228080,0,0,0,6,247195,0,0,83
6147,2015-03-25,S1F03YZM,0,134712168,0,0,0,8,234599,0,0,84
6148,2015-03-25,S1F09DZQ,0,231175792,296,0,2,7,408062,0,2,84
6149,2015-03-25,S1F0F4EB,0,223528648,0,0,0,10,235718,0,3,84
6150,2015-03-25,S1F0GKFX,0,232476992,0,0,0,65,243053,0,0,84
6151,2015-03-25,S1F0GKL6,0,203845448,0,0,0,90,241381,0,0,84
6152,2015-03-25,S1F0GPFZ,0,3760032,0,0,0,9,230238,0,0,84
6153,2015-03-25,S1F0GSD9,0,227759336,0,0,0,12,232065,0,0,84
6154,2015-03-25,S1F0GSHB,0,86348584,0,0,0,91,244138,0,0,84
6155,2015-03-25,S1F0J5JH,0,92687976,0,0,0,8,235972,0,0,84
6156,2015-03-25,S1F0JD7P,0,63991576,0,0,0,58,244385,0,0,84
6157,2015-03-25,S1F0JGJV,0,36754408,0,0,0,8,229822,0,0,84
6158,2015-03-25,S1F0L0DW,0,15277104,0,0,0,7,309454,0,0,84
6159,2015-03-25,S1F0LCVC,0,139289920,24,0,0,8,218971,0,0,84
6160,2015-03-25,S1F0LD15,0,174514824,0,0,0,6,310903,0,0,84
6161,2015-03-25,S1F0QF3R,0,112275432,0,0,24,12,223301,0,1,84
6162,2015-03-25,S1F0RR35,0,65604000,160,0,0,12,283221,0,0,84
6163,2015-03-25,S1F0RSZP,0,38730456,0,0,0,13,271732,0,0,84
6164,2015-03-25,S1F0S4EG,0,53448272,0,0,0,6,261781,0,0,84
6165,2015-03-25,S1F0S4T6,1,83475000,0,0,0,9,271462,0,0,84
6166,2015-03-25,S1F0S57T,0,164246280,0,0,0,8,260292,0,0,14
6167,2015-03-25,S1F0S65X,0,155702600,0,0,0,8,270773,0,0,84
6168,2015-03-25,S1F0T2LA,0,176724064,424,0,1,10,272874,0,0,84
6169,2015-03-25,S1F13589,0,166335176,0,0,0,16,329583,0,0,84
6170,2015-03-25,S1F135TN,0,154889448,0,0,0,14,326627,0,0,84
6171,2015-03-25,S1F136J0,0,156124472,0,0,25,16,335299,0,0,84
6172,2015-03-25,S1F13H80,0,243697080,0,0,0,9,222239,0,3,84
6173,2015-03-25,W1F03D4L,0,214574832,1104,0,0,17,338968,0,5,71
6174,2015-03-25,W1F0FKWW,0,107211472,0,1,0,14,204547,0,0,42
6175,2015-03-25,W1F0GCAZ,0,133548224,0,0,0,10,233965,0,0,84
6176,2015-03-25,W1F0KCP2,0,13680264,0,0,0,6,310062,0,0,84
6177,2015-03-25,W1F0M35B,0,62883592,0,0,1,7,265722,0,0,84
6178,2015-03-25,W1F0M4BZ,0,197103840,0,0,0,8,322057,0,7,84
6179,2015-03-25,W1F0PAXH,0,37487944,0,0,0,14,321545,0,0,84
6180,2015-03-25,W1F0T0B1,0,197386696,0,0,0,8,236884,0,0,84
6181,2015-03-25,W1F0WBTM,0,84414336,0,2,0,12,262269,0,41,84
6182,2015-03-25,W1F0Z3KR,0,234999448,0,0,1,8,128442,0,0,14
